proba_HAP,proba_Renovasc,proba_PPGL,proba_HTAe,groupe,name
NA,15.35,NA,76.416,age_3_1 / cephalees_0 / mdrd_0 / taille_1_1,G2904
10.683,18.753,1.416,70.757,atcd_cv_1 / pad_2_0 / tabac_actif_1 / ttt_hta_thiazide_0,G2905
14.468,17.453,0.961,69.566,htar_0 / mdrd_0 / taille_1_0 / ttt_hta_ic_1,G2906
3.689,16.018,1.493,78.46,atcd_intolerance_ttt_hta_0 / ka_3_1 / taille_1_1 / ttt_hta_da_1,G2907
2.984,20.213,1.675,79.08,age_2_1 / imc_1_0 / ka_3_1 / mdrd_0,G2908
7.375,17.671,1.175,76.609,atcd_cv_1 / pad_1_0 / pas_2_1 / ttt_hta_antialdo_0,G2909
5.698,21.08,3.028,76.12,age_1_1 / anciennete_hta_1_0 / imc_1_0 / ttt_statine_1,G2910
7.707,17.424,2.388,74.005,imc_1_0 / perim_abdo_f_0 / taille_1_1 / ttt_statine_1,G2911
5.557,21.52,3.704,75.421,imc_1_0 / pad_1_0 / ttt_hta_epargneur_k_0 / ttt_statine_1,G2912
19.722,13.242,0.96,67.972,anciennete_hta_1_1 / ldl_1_0 / mdrd_0 / ttt_hta_bsra_0,G2913
17.738,14.208,0.821,69.202,fc_1_1 / mdrd_0 / pas_3_1 / ttt_hta_bsra_0,G2914
NA,19.359,NA,76.1,age_3_1 / ldl_1_0 / mdrd_0 / ttt_hta_epargneur_k_0,G2915
14.39,15.575,0.21,72.949,atcd_cv_1 / hdl_f_0 / nb_ttt_2_1 / pas_max_2_0,G2916
11.253,19.362,1.219,69.617,anciennete_hta_1_0 / mdrd_0 / nb_ttt_1_1 / sexe_1,G2917
12.774,25.407,1.062,64.725,imc_1_0 / mdrd_0 / palpitations_0 / ttt_hta_ic_1,G2918
8.765,17.362,1.407,72.34,hdl_f_0 / ka_3_0 / pad_1_0 / ttt_hta_da_1,G2919
11.176,17.308,1.276,72.003,anciennete_hta_1_1 / atcd_cv_1 / atcd_saos_0 / tabac_actif_1,G2920
4.017,15.886,1.52,77.993,atcd_intolerance_ttt_hta_0 / ka_3_1 / sexe_1 / ttt_hta_da_1,G2921
6.876,20.466,2.016,75.954,atcd_depression_0 / imc_1_0 / ttt_hta_thiazide_1 / ttt_statine_1,G2922
NA,13.921,NA,74.039,age_3_1 / hdl_h_0 / trigly_0 / ttt_hta_ic_1,G2923
13.502,17.993,1.261,68.618,ka_3_0 / mdrd_0 / pad_1_0 / ttt_hta_ic_1,G2924
7.171,17.663,1.63,75.011,hta_nc_1 / nb_ttt_1_1 / pad_1_0 / ttt_hta_da_1,G2925
11.402,13.675,0.95,73.871,anciennete_hta_2_0 / hdl_f_0 / nb_ttt_1_1 / perim_abdo_f_0,G2926
8.554,16.067,0.175,77.343,atcd_cv_1 / pas_2_1 / perim_abdo_h_0,G2927
22.078,17.115,0.557,66.484,anciennete_hta_2_1 / mdrd_0 / nb_ttt_2_1 / pas_3_1,G2928
10.439,21.913,1.144,70.465,atcd_cv_1 / tabac_actif_1 / ttt_hta_bb_1 / ttt_hta_epargneur_k_0,G2929
9.914,16.384,2.119,73.352,diabete_1 / taille_1_0 / ttt_hta_da_1,G2930
37.744,12.667,0.839,56.841,hdl_h_0 / nb_ttt_1_1 / pas_3_1 / ttt_hta_bsra_0,G2931
13.929,18.955,0.63,71.026,anciennete_hta_2_1 / atcd_cv_1 / taille_2_0 / ttt_hta_bb_1,G2932
10.184,18.32,1.071,73.906,anciennete_hta_2_0 / diabete_0 / mdrd_0 / ttt_hta_bb_1,G2933
5.529,19.273,2.221,78.294,htar_0 / imc_1_0 / ttt_hta_thiazide_1 / ttt_statine_1,G2934
NA,13.798,NA,81.185,age_3_1 / anciennete_hta_2_0 / gaj_0 / nb_ttt_2_1,G2935
9.947,15.42,0.173,77.591,anciennete_hta_2_1 / atcd_cv_1 / perim_abdo_f_1 / perim_abdo_h_0,G2936
17.658,18.408,2.966,67.681,age_2_0 / imc_2_0 / ttt_hta_ic_1 / ttt_statine_1,G2937
8.651,9.41,3.556,80.544,age_2_0 / pad_1_0 / sexe_1 / taille_1_0,G2938
13.114,17.783,0.846,70.128,atcd_cv_1 / atcd_depression_0 / pas_1_1 / tabac_actif_1,G2939
8.83,17.918,0.864,76.291,age_1_1 / atcd_cv_1 / diabete_0 / sexe_0,G2940
NA,11.065,NA,80.748,age_3_1 / fc_1_0 / hdl_h_0 / sport_0,G2941
18.445,19.724,0.884,64.366,atcd_cv_1 / hdl_h_0 / ttt_hta_bb_1 / ttt_hta_ic_1,G2942
NA,11.394,NA,77.151,age_3_1 / anciennete_hta_2_1 / hdl_h_0 / taille_1_1,G2943
15.917,18.267,2.359,66.758,diabete_1 / imc_2_0 / mdrd_0 / ttt_hta_ic_1,G2944
8.364,18.282,1.116,75.931,atcd_cv_1 / hdl_f_0 / sexe_0 / ttt_hta_alphab_0,G2945
NA,11.692,NA,73.381,age_3_1 / atcd_saos_1 / taille_2_0 / ttt_hta_ic_1,G2946
11.906,16.475,1.215,73.228,atcd_cv_1 / hdl_f_0 / sexe_0 / tabac_actif_0,G2947
NA,12.802,NA,83.459,age_3_1 / hdl_h_0 / ka_3_1 / pad_3_0,G2948
12.919,19.945,2.067,68.05,imc_2_0 / tabac_actif_1 / ttt_hta_ic_1 / ttt_statine_1,G2949
NA,14.801,NA,79.101,age_3_1 / hdl_f_0 / hdl_h_0 / imc_2_0,G2950
4.526,17.911,1.747,78.517,age_1_1 / pad_1_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G2951
4.47,16.846,1.207,78.957,ka_3_1 / ldl_1_0 / tabac_actif_1 / ttt_hta_bb_1,G2952
14.589,16.811,0.004,70.426,cephalees_0 / pad_3_0 / ttt_hta_vasodil_1,G2953
10.077,15.525,1.013,74.742,atcd_cv_1 / sport_1 / sueurs_0,G2954
9.505,18.395,1.025,73.883,anciennete_hta_2_1 / atcd_cv_1 / ka_1_1 / tabac_actif_1,G2955
13.186,18.779,1.258,68.375,atcd_cv_1 / hdl_h_0 / tabac_actif_1,G2956
18.433,16.032,1.087,67.264,atcd_cv_1 / diabete_1 / fc_1_0 / ttt_hta_ic_1,G2957
11.861,19.434,2.526,70.66,age_2_0 / atcd_cv_1 / heredite_0 / pas_2_0,G2958
8.982,13.684,1.297,77.352,age_1_1 / perim_abdo_h_0 / sexe_1 / ttt_hta_da_1,G2959
18.419,14.438,2.361,66.473,gaj_1 / ldl_1_0 / mdrd_0 / ttt_hta_thiazide_0,G2960
3.118,22.4,1.882,78.237,imc_1_0 / ka_3_1 / mdrd_0 / taille_2_0,G2961
12.711,12.678,0.261,76.594,atcd_cv_1 / fc_1_0 / ka_3_0 / pas_max_2_0,G2962
NA,10.989,NA,76.953,age_3_1 / hdl_h_0 / pas_max_2_1 / ttt_hta_thiazide_0,G2963
19.243,16.755,0.47,68.416,hdl_f_0 / mdrd_0 / palpitations_0 / pas_3_1,G2964
7.879,19.627,1.12,75.051,atcd_cv_1 / heredite_0 / taille_2_0 / ttt_hta_central_0,G2965
NA,23.084,NA,73.6,age_3_1 / imc_1_0 / pas_3_1 / ttt_hta_bb_1,G2966
10.41,19.081,0.903,71.404,atcd_intolerance_ttt_hta_0 / pas_3_1 / taille_2_0 / ttt_hta_da_1,G2967
6.414,17.906,1.3,76.272,ldl_1_0 / pad_3_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G2968
19.923,16.691,1.1,64.219,atcd_cv_1 / hdl_h_0 / htar_0 / ttt_hta_ic_1,G2969
7.208,16.316,0.643,74.795,ka_3_1 / mdrd_0 / pas_3_1 / taille_1_1,G2970
17.959,18.518,1.775,71.158,age_2_0 / pas_3_1 / taille_1_0 / ttt_statine_1,G2971
12.789,17.129,1.176,71.869,hdl_h_0 / mdrd_0 / sexe_0,G2972
15.664,17.544,1.115,71.011,ldl_1_0 / pad_3_0 / pas_3_1 / ttt_statine_1,G2973
14.528,15.066,1.058,71.016,atcd_cv_1 / pad_2_0 / pas_2_1 / ttt_hta_thiazide_0,G2974
19.288,14.134,0.737,69.379,anciennete_hta_2_1 / hdl_h_0 / mdrd_0 / pas_2_0,G2975
7.369,23.384,3.436,71.66,imc_1_0 / pas_2_0 / tabac_actif_1 / ttt_statine_1,G2976
18.352,17.851,1.632,64.818,atcd_cv_1 / ka_3_0 / ttt_hta_bb_1 / ttt_hta_thiazide_0,G2977
15.852,19.088,0.569,67.476,atcd_cv_1 / nb_ttt_2_1 / pas_2_1 / tabac_actif_1,G2978
14.075,15.208,1.768,71.072,age_2_0 / hta_nc_1 / ttt_hta_da_1,G2979
13.95,23.384,1.322,65.64,imc_1_0 / mdrd_0 / pas_max_2_1 / ttt_hta_ic_1,G2980
16.045,15.376,0.637,71.384,anciennete_hta_2_1 / atcd_cv_1 / atcd_depression_0 / fc_1_0,G2981
11.11,17.739,1.512,71.573,atcd_cv_1 / atcd_depression_0 / heredite_0 / pad_3_0,G2982
NA,12.161,NA,79.038,age_3_1 / cephalees_0 / hdl_h_0 / ldl_2_0,G2983
17.07,12.956,3.955,69.381,heredite_0 / pas_max_2_1 / ttt_hta_bsra_0 / ttt_statine_1,G2984
9.745,16.366,1.405,74.834,atcd_cv_1 / fc_2_0 / hdl_h_1 / sport_1,G2985
9.35,19.452,1.204,71.801,anciennete_hta_1_0 / imc_1_0 / nb_ttt_2_1 / sueurs_0,G2986
18.468,17.657,0.42,65.911,cephalees_0 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G2987
11.555,15.289,1.879,73.93,gaj_1 / mdrd_0 / pad_1_0 / pas_1_1,G2988
10.495,17.011,1.565,70.892,imc_1_0 / pas_3_1 / tabac_actif_1 / taille_1_1,G2989
6.741,14.776,2.362,77.796,atcd_cv_1 / atcd_intolerance_ttt_hta_0 / heredite_0 / nb_ttt_2_0,G2990
8.315,14.602,1.647,77.419,anciennete_hta_1_0 / pad_2_0 / pas_2_1 / ttt_statine_1,G2991
12.714,15.822,1.163,71.211,sexe_1 / trigly_0 / ttt_hta_bb_1 / ttt_hta_da_1,G2992
14.249,17.133,0.91,72.721,fc_2_0 / mdrd_0 / pad_3_0 / pas_3_1,G2993
8.267,17.41,1.279,76.255,atcd_cv_1 / atcd_intolerance_ttt_hta_0 / pas_2_0 / sexe_0,G2994
NA,16.455,NA,74.709,age_3_1 / pas_3_1 / trigly_1 / ttt_statine_1,G2995
17.917,16.327,0.003,68.7,cephalees_0 / pas_1_1 / ttt_hta_vasodil_1,G2996
NA,11.968,NA,77.482,age_3_1 / anciennete_hta_2_1 / hdl_h_0 / nb_ttt_1_1,G2997
11.151,20.143,1.107,68.868,anciennete_hta_1_0 / mdrd_0 / ttt_hta_ic_1,G2998
14.054,19.549,0.999,70.279,ldl_1_0 / mdrd_0 / pas_2_0 / ttt_hta_bb_1,G2999
19.025,16.895,1.857,66.893,age_2_0 / hta_nc_1 / imc_1_0 / nb_ttt_2_1,G3000
NA,10.864,NA,85.869,age_3_1 / ldl_1_0 / pas_max_1_0 / ttt_statine_1,G3001
8.787,17.474,2.321,75.01,atcd_cv_1 / hdl_f_1 / heredite_0 / hta_nc_0,G3002
5.399,18.812,1.394,74.557,imc_1_0 / ka_3_1 / ldl_1_0 / ttt_hta_ic_1,G3003
9.46,12.576,1.733,75.815,gaj_1 / pas_2_1 / ttt_hta_antialdo_0 / ttt_hta_da_1,G3004
14.773,16.566,0.872,70.18,hdl_f_0 / htar_0 / ldl_1_0 / mdrd_0,G3005
18.508,13.819,1.849,68.002,diabete_1 / hdl_h_0 / mdrd_0 / trigly_1,G3006
16.5,15.154,0.959,69.894,hdl_h_0 / mdrd_0 / trigly_0,G3007
11.694,17.051,0.548,73.925,gaj_0 / ka_1_1 / mdrd_0 / pas_3_1,G3008
12.54,23.357,1.362,65.631,fc_1_1 / imc_1_0 / mdrd_0 / ttt_hta_ic_1,G3009
7.867,15.379,2.321,75.891,atcd_cv_1 / ldl_1_1 / pad_1_0 / ttt_hta_thiazide_0,G3010
6.902,20.047,1.802,74.669,heredite_0 / pad_1_0 / ttt_hta_bb_1 / ttt_hta_da_1,G3011
9.286,13.391,0.225,78.713,atcd_cv_1 / diabete_0 / fc_2_0 / pas_max_2_0,G3012
12.491,15.635,1.012,71.806,ka_1_1 / mdrd_0 / pas_3_1 / ttt_hta_bsra_0,G3013
18.493,11.746,1.539,69.766,atcd_intolerance_ttt_hta_0 / pas_3_1 / ttt_hta_bb_1 / ttt_hta_bsra_0,G3014
9.396,21.14,2.52,70.333,imc_1_0 / nb_ttt_1_1 / tabac_actif_1 / ttt_hta_bb_1,G3015
8.765,18.235,0.776,76.407,ldl_2_0 / perim_abdo_h_0 / ttt_hta_bb_1 / ttt_hta_da_1,G3016
15.996,18.021,1.074,68.117,imc_2_0 / mdrd_0 / trigly_0 / ttt_hta_ic_1,G3017
7.521,22.543,1.376,73.896,anciennete_hta_1_0 / mdrd_0 / pas_2_0 / ttt_hta_bb_1,G3018
12.224,18.309,0.77,72.427,atcd_cv_1 / hta_nc_0 / imc_2_0 / pas_1_1,G3019
10.668,16.859,1.403,72.597,atcd_depression_0 / hdl_h_0 / mdrd_0 / pad_1_0,G3020
12.655,12.737,0.813,72.858,atcd_cv_1 / pad_1_1 / sport_1,G3021
19.159,16.415,0.562,67.34,atcd_cv_1 / hdl_f_0 / nb_ttt_2_1 / pas_2_1,G3022
NA,13.003,NA,74.378,age_3_1 / mdrd_0 / pad_1_1 / ttt_hta_bsra_0,G3023
10.832,20.63,2.352,71.647,cephalees_0 / imc_1_0 / pas_max_2_1 / ttt_statine_1,G3024
NA,21.48,NA,77.633,age_3_1 / hdl_f_1 / imc_1_0 / mdrd_0,G3025
5.022,20.86,3.048,76.787,anciennete_hta_1_0 / imc_1_0 / ttt_hta_alphab_0 / ttt_statine_1,G3026
15.65,15.586,0.844,70.275,hdl_f_0 / ldl_1_0 / mdrd_0 / ttt_hta_da_0,G3027
10.103,21.788,0.83,71.114,anciennete_hta_1_0 / atcd_cv_1 / nb_ttt_2_1 / palpitations_0,G3028
6.098,19.435,1.11,77.929,atcd_cv_1 / pad_1_0 / taille_1_0 / ttt_hta_epargneur_k_0,G3029
5.892,20.316,1.784,76.734,imc_1_0 / tabac_actif_1 / ttt_hta_bb_1 / ttt_hta_thiazide_1,G3030
5.78,22.716,2.235,74.817,anciennete_hta_1_0 / heredite_0 / imc_1_0 / mdrd_0,G3031
12.242,18.381,0.766,73.484,fc_1_0 / pas_3_1 / perim_abdo_h_0 / ttt_statine_1,G3032
14.111,18.12,0.502,72.244,cephalees_0 / mdrd_0 / pas_3_1 / sexe_0,G3033
2.137,14.656,2.028,86.002,age_2_0 / imc_1_0 / ka_3_1 / ttt_hta_thiazide_1,G3034
NA,14.854,NA,76.018,age_3_1 / htar_0 / mdrd_0 / ttt_hta_bsra_0,G3035
11.166,16.508,1.333,73.633,anciennete_hta_2_0 / mdrd_0 / ttt_hta_bb_1 / ttt_hta_da_0,G3036
5.211,14.044,0.784,78.351,atcd_cv_1 / ka_3_1 / pad_1_1 / sueurs_0,G3037
7.379,19.924,1.205,73.515,atcd_cv_1 / pad_1_0 / tabac_actif_1 / taille_1_1,G3038
16.27,19.304,1.057,65.76,imc_1_0 / pas_3_1 / taille_2_0 / ttt_hta_ic_1,G3039
9.092,18.669,1.306,75.491,age_1_1 / perim_abdo_h_0 / ttt_hta_bb_1 / ttt_hta_da_1,G3040
7.862,19.209,2.187,73.853,imc_1_0 / ldl_2_0 / tabac_actif_1 / ttt_hta_bb_1,G3041
10.05,11.143,0.4,79.399,anciennete_hta_1_1 / atcd_cv_1 / ldl_1_1 / pas_max_2_0,G3042
10.529,17.397,1.12,74.888,hdl_f_0 / perim_abdo_h_0 / ttt_hta_bb_1 / ttt_statine_1,G3043
6.293,20.08,0.412,77.487,atcd_cv_1 / heredite_0 / pad_3_0 / perim_abdo_h_0,G3044
19.066,14.163,0.625,69.91,atcd_intolerance_ttt_hta_1 / hdl_f_0 / mdrd_0 / trigly_1,G3045
NA,15.435,NA,74.926,age_3_1 / hdl_h_0 / imc_1_1 / mdrd_0,G3046
18.521,18.192,1.19,67.399,age_2_0 / mdrd_0 / taille_2_0 / ttt_hta_ic_1,G3047
9.423,18.163,1.176,73.293,ldl_1_0 / mdrd_0 / pad_1_0 / taille_1_1,G3048
8.583,19.21,1.071,74.824,mdrd_0 / nb_ttt_2_1 / pad_1_0 / taille_1_0,G3049
11.331,16.158,0.815,72.339,cephalees_0 / hdl_f_0 / sueurs_0 / ttt_hta_da_1,G3050
17.365,15.741,1.303,68.481,anciennete_hta_2_1 / atcd_cv_1 / diabete_1 / ttt_hta_bb_1,G3051
20.775,18.362,0.707,64.368,age_2_0 / ttt_hta_ic_1 / ttt_hta_vasodil_1,G3052
10.606,24.156,1.094,68.545,atcd_intolerance_ttt_hta_0 / imc_1_0 / mdrd_0 / pas_3_1,G3053
NA,17.867,NA,74.648,age_3_1 / imc_2_0 / ka_3_0 / mdrd_0,G3054
17.333,14.21,0.845,69.57,atcd_cv_1 / hta_nc_1 / ldl_1_1 / nb_ttt_2_1,G3055
6.71,17.175,1.361,78.142,atcd_cv_1 / hta_nc_0 / pas_1_0 / sexe_0,G3056
18.501,18.823,0.53,67.824,ldl_1_0 / mdrd_0 / pas_3_1 / ttt_hta_vasodil_0,G3057
NA,17.41,NA,74.383,age_3_1 / cephalees_0 / pas_3_1 / ttt_statine_1,G3058
10.378,13.953,1.86,74.83,anciennete_hta_2_0 / pas_2_1 / tabac_actif_1 / ttt_statine_1,G3059
NA,10.205,NA,75.8,age_3_1 / pas_3_1 / sexe_1 / ttt_hta_bsra_0,G3060
21.271,12.951,1.425,68.017,pas_3_1 / pas_max_1_1 / ttt_hta_bsra_0 / ttt_statine_1,G3061
11.733,14.726,1.45,73.65,atcd_cv_1 / heredite_0 / hta_nc_0 / tabac_actif_0,G3062
14.661,15.957,2.256,69.995,age_2_0 / atcd_cv_1 / ttt_hta_thiazide_0 / ttt_hta_vasodil_0,G3063
14.128,18.757,0.805,70.233,atcd_saos_0 / imc_2_0 / mdrd_0 / pas_3_1,G3064
6.76,20.152,1.34,75.754,imc_1_0 / ka_2_1 / ldl_1_0 / nb_ttt_2_1,G3065
20.416,14.863,0.391,69.771,atcd_intolerance_ttt_hta_1 / cephalees_0 / hdl_f_0 / mdrd_0,G3066
6.125,15.102,1.411,75.739,hdl_f_0 / ka_3_1 / mdrd_0 / ttt_hta_thiazide_0,G3067
NA,11.697,NA,75.666,age_3_1 / gaj_1 / hdl_h_0 / nb_ttt_2_1,G3068
27.195,14.521,1.779,61.558,nb_ttt_1_1 / pad_3_0 / pas_3_1 / ttt_hta_bsra_0,G3069
7.978,18.168,1.71,76.563,tabac_actif_1 / taille_1_0 / ttt_hta_bsra_1 / ttt_statine_1,G3070
17.197,13.374,1.099,70.386,anciennete_hta_2_1 / atcd_cv_1 / gaj_1 / hdl_f_0,G3071
12.392,16.107,0.914,72.89,anciennete_hta_2_1 / fc_2_0 / heredite_0 / ttt_hta_da_1,G3072
10.266,18.728,1.155,74.636,nb_ttt_2_1 / perim_abdo_h_0 / sexe_0 / ttt_statine_1,G3073
12.394,22.073,0.781,69.839,atcd_intolerance_ttt_hta_1 / cephalees_0 / imc_1_0 / mdrd_0,G3074
16.793,12.043,3.014,69.257,diabete_1 / mdrd_0 / pad_2_0 / ttt_hta_bsra_0,G3075
16.694,19.936,1.073,65.813,hdl_f_0 / imc_2_0 / mdrd_0 / ttt_hta_ic_1,G3076
8.536,16.479,2.701,76.583,age_2_0 / atcd_cv_1 / ldl_1_1 / pad_1_0,G3077
6.693,17.996,1.508,75.254,nb_ttt_2_1 / pad_1_0 / ttt_hta_da_1,G3078
4.614,18.952,1.255,77.455,atcd_cv_1 / atcd_depression_0 / ka_3_1 / ldl_1_0,G3079
1.351,13.927,1.696,88.182,imc_1_0 / ka_3_1 / ttt_hta_antialdo_0 / ttt_hta_thiazide_1,G3080
10.878,14.437,1.399,73.383,anciennete_hta_1_0 / hdl_h_1 / ttt_hta_bb_1 / ttt_hta_ic_1,G3081
NA,19.453,NA,80.487,age_3_1 / anciennete_hta_1_0 / atcd_depression_0 / mdrd_0,G3082
8.145,13.172,1.291,76.657,palpitations_0 / pas_3_0 / trigly_1 / ttt_hta_da_1,G3083
NA,17.508,NA,74.516,age_3_1 / palpitations_0 / pas_3_1 / ttt_statine_1,G3084
10.664,19.778,2.586,71.232,anciennete_hta_2_1 / atcd_intolerance_ttt_hta_0 / imc_1_0 / ttt_statine_1,G3085
NA,14.786,NA,75.798,age_3_1 / anciennete_hta_2_1 / ldl_1_0 / pas_3_1,G3086
7.838,16.981,0.913,76.79,atcd_saos_0 / fc_1_0 / ttt_hta_antialdo_0 / ttt_hta_da_1,G3087
17.142,15.875,0.004,68.497,atcd_intolerance_ttt_hta_0 / nb_ttt_2_1 / sport_0 / ttt_hta_vasodil_1,G3088
2.997,16.874,2.43,81.306,hta_nc_0 / imc_1_0 / ka_3_1 / ttt_hta_bb_1,G3089
14.506,24.988,1.2,63.169,imc_1_0 / mdrd_0 / pas_1_1 / ttt_hta_ic_1,G3090
6.634,15.631,0.81,76.946,ka_3_1 / nb_ttt_1_1 / pas_3_1 / tabac_actif_1,G3091
7.958,14.436,1.511,76.996,anciennete_hta_2_0 / atcd_cv_1 / sport_1 / ttt_hta_epargneur_k_0,G3092
8.661,15.107,0.845,76.747,atcd_cv_1 / heredite_1 / hta_nc_0 / sexe_0,G3093
6.399,15.947,0.823,78.849,atcd_cv_1 / hta_nc_1 / ka_2_1 / taille_2_0,G3094
7.463,14.877,1.093,75.647,gaj_1 / ka_3_1 / mdrd_0 / pas_3_1,G3095
9.925,19.218,0.84,73.141,age_1_1 / anciennete_hta_1_0 / mdrd_0 / pas_3_1,G3096
10.309,21.261,1.086,72.304,atcd_cv_1 / hdl_h_1 / imc_2_0 / ttt_hta_bb_1,G3097
14.581,17.73,3.418,69.365,age_2_0 / heredite_0 / imc_1_0 / nb_ttt_1_1,G3098
29.887,13.328,1.118,61.178,nb_ttt_1_1 / pas_3_1 / taille_2_0 / ttt_hta_bsra_0,G3099
9.134,18.154,2.094,73.358,imc_1_0 / nb_ttt_2_1 / pad_1_0 / pas_max_2_1,G3100
10.899,15.202,0.971,74.226,atcd_cv_1 / hdl_h_0 / pad_2_0 / ttt_hta_alphab_0,G3101
23.749,15.459,2.003,65.497,age_2_0 / hdl_h_0 / ttt_hta_ic_1 / ttt_statine_1,G3102
11.228,15.108,0.836,74.126,atcd_cv_1 / fc_1_0 / hta_nc_1 / ttt_hta_central_0,G3103
11.658,19.104,1.168,71.927,imc_2_0 / ldl_1_0 / mdrd_0 / ttt_hta_vasodil_0,G3104
NA,23.255,NA,76.135,age_3_1 / imc_1_0 / mdrd_0 / sueurs_0,G3105
12.158,18.133,1.622,70.289,mdrd_0 / ttt_hta_antialdo_0 / ttt_hta_bb_1 / ttt_hta_thiazide_0,G3106
6.176,18.467,1.903,74.953,imc_1_0 / ka_2_1 / tabac_actif_1 / ttt_hta_ic_1,G3107
12.036,16.361,2.029,69.573,cephalees_0 / imc_1_0 / trigly_1 / ttt_hta_ic_1,G3108
10.428,21.591,1.053,72.82,atcd_cv_1 / fc_2_0 / sexe_0 / ttt_statine_1,G3109
14.424,18.028,0.73,70.866,atcd_cv_1 / pad_2_0 / pas_2_1 / ttt_hta_bb_1,G3110
NA,19.021,NA,72.322,age_3_1 / ka_3_0 / ldl_1_0 / mdrd_0,G3111
9.986,19.812,1.235,73.899,atcd_cv_1 / htar_0 / taille_1_0 / ttt_statine_1,G3112
2.909,20.585,2.391,82.646,imc_1_0 / ka_2_1 / ttt_hta_thiazide_1 / ttt_statine_1,G3113
8.167,19.978,3.899,73.527,anciennete_hta_2_0 / imc_1_0 / pas_max_2_1 / ttt_statine_1,G3114
12.188,20.677,2.356,70.358,anciennete_hta_2_1 / imc_1_0 / pas_max_2_1 / ttt_statine_1,G3115
9.627,19.171,1.007,73.28,mdrd_0 / nb_ttt_2_1 / pad_1_0 / taille_2_0,G3116
4.526,18.548,1.876,79.366,age_2_0 / atcd_cv_1 / ka_3_1 / pad_2_0,G3117
16.024,12.935,2.61,69.756,atcd_cv_1 / cephalees_0 / gaj_1 / ttt_hta_thiazide_0,G3118
9.655,23.803,1.418,69.617,hdl_f_0 / imc_1_0 / mdrd_0 / sueurs_0,G3119
14.357,17.315,1.54,70.138,age_2_0 / hdl_f_0 / nb_ttt_2_1 / ttt_hta_da_1,G3120
6.098,15.171,2.678,77.577,atcd_saos_0 / hdl_h_0 / imc_1_0 / pad_1_0,G3121
4.625,13.801,2.243,82.024,age_2_0 / anciennete_hta_1_0 / imc_1_0 / ttt_hta_bsra_1,G3122
8.696,17.826,1.609,73.124,imc_1_0 / pas_3_1 / tabac_actif_1 / ttt_hta_antialdo_0,G3123
22.612,14.348,1.155,65.555,hdl_f_0 / pas_3_1 / ttt_hta_bsra_0 / ttt_statine_1,G3124
8.562,24.688,2.511,71.146,imc_1_0 / ttt_hta_bb_1 / ttt_hta_bsra_1 / ttt_statine_1,G3125
15.613,12.37,2.647,70.354,hdl_f_0 / heredite_0 / ttt_hta_bsra_0 / ttt_statine_1,G3126
7.567,20.002,1.667,74.009,anciennete_hta_2_0 / imc_1_0 / mdrd_0 / sport_0,G3127
6.473,16.266,0.895,78.439,ka_2_1 / mdrd_0 / pas_3_1 / ttt_hta_central_0,G3128
12.891,14.242,0.916,71.36,atcd_cv_1 / diabete_0 / nb_ttt_2_0 / ttt_hta_ic_1,G3129
9.341,22.01,3.841,70.101,gaj_1 / imc_1_0 / mdrd_0 / taille_2_0,G3130
12.016,24.62,1.745,67.712,age_1_1 / imc_1_0 / pas_3_1 / ttt_statine_1,G3131
NA,12.703,NA,83.23,age_3_1 / hdl_h_0 / ka_3_1 / sport_0,G3132
NA,15.479,NA,77.128,age_3_1 / diabete_0 / mdrd_0 / sexe_1,G3133
NA,17.427,NA,75.486,age_3_1 / imc_1_0 / nb_ttt_1_1 / taille_1_1,G3134
NA,10.931,NA,77.907,age_3_1 / hdl_h_0 / pas_2_1 / taille_1_1,G3135
8.392,17.339,0.251,78.724,age_2_0 / atcd_cv_1 / gaj_0 / perim_abdo_h_0,G3136
9.868,21.208,0.945,71.921,atcd_cv_1 / heredite_0 / imc_2_0 / palpitations_0,G3137
15.091,17.02,1.301,66.717,diabete_0 / hdl_h_0 / imc_1_0 / ttt_hta_ic_1,G3138
NA,14.647,NA,81.388,age_3_1 / imc_1_0 / perim_abdo_f_1 / ttt_hta_bb_1,G3139
10.308,17.022,1.71,71.343,imc_1_0 / mdrd_0 / taille_2_1 / trigly_0,G3140
12.056,13.601,1.286,71.924,atcd_cv_1 / nb_ttt_2_0 / ttt_hta_central_0 / ttt_hta_ic_1,G3141
11.547,17.181,0.832,73.119,cephalees_0 / fc_1_0 / heredite_0 / ttt_hta_da_1,G3142
4.544,14.654,1.903,82.058,anciennete_hta_1_0 / fc_2_0 / ka_2_1 / ttt_statine_1,G3143
13.835,17.362,0.957,71.124,pas_3_1 / tabac_actif_1 / taille_2_0 / ttt_hta_bb_1,G3144
NA,11.065,NA,81.559,age_3_1 / atcd_saos_0 / fc_2_0 / hdl_h_0,G3145
7.283,17.118,1.011,76.886,pad_2_0 / palpitations_0 / taille_1_0 / ttt_hta_da_1,G3146
8.506,13.789,0.451,78.459,mdrd_0 / pad_1_0 / pas_max_1_0 / ttt_hta_ic_1,G3147
12.829,14.723,1.243,71.683,anciennete_hta_2_1 / heredite_0 / ttt_hta_da_1 / ttt_hta_thiazide_0,G3148
9.823,13.64,1.38,74.915,cephalees_0 / ldl_1_1 / trigly_1 / ttt_hta_da_1,G3149
